,Zkontroloval,Název,,Metadata,,,,,,,,,,Soubory,,,Popis aktivity na web,Délka popisku
geologie-skola,K. Zachovalová 13.6.2024,-,Letní škola geologie,"Ústav geologických věd, PřF MU: http://ugv.cz/",vědy o Zemi,letní škola - 1 týden,červenec,studenti od 14–20 let, https://ugv.sci.muni.cz/pro-verejnost/akce-pro-skoly-a-verejnost/letni-skola-geologie,"7000 Kč (ubytování, strava, doprava)",každý rok jiné lokality ČR ,"Kateřina Zachovalová, zachovalova@sci.muni.cz",,neexistuje,ano,ano,"Prostřednictvím Letní školy geologie se snažíme u dětí rozvíjet zájem o přírodu. Pozorováním jevů v přírodě se děti naučí porozumět geologickým procesům. Navštěvujeme místa, kde najdou zajímavé vzorky hornin, minerálů a fosilií.",228
geokemp,K. Zachovalová 13.6.2024,-,Geokemp,"Ústav geologických věd, PřF MU: http://ugv.cz/",vědy o Zemi,letní škola - 1 týden (formou příměstského tábora),srpen,studenti od 11–20 let,https://ugv.sci.muni.cz/pro-verejnost/akce-pro-skoly-a-verejnost/geokemp,2000 Kč,paleontologické a mineralogické lokality okolí Brna,"Kateřina Zachovalová, zachovalova@sci.muni.cz",,neexistuje,ano,ano,"Geokemp je zaměřen na výuku paleontologie, mineralogie a geologie formou praktické výuky v terénu. K terénní praktické výuce budou využity činné lomy a lokality v oblasti Boskovic, Moravského krasu a Vysočiny. ",210
-,,,Biologie,,,,,,,,,,,,,,,
ibis,"Jan Macek, MK (13. 6. 2024)",IBIS,Interaktivní biologický seminář,"RECETOX, PřF MU: https://www.recetox.muni.cz; Ústav experimentální biologie, PřF MU: http://www.sci.muni.cz/",biologie,korespondenční seminář s víkendovým soustředěním,celoročně,studenti středních škol,http://ibis.sci.muni.cz/,zdarma,"webové rozhraní, univerzitní kampus Bohunice, Brno",ibis@sci.muni.cz,ano,"ano, SVG",ano,ano,"IBIS je interaktivní, zábavný a dobrodružný biologický seminář pro všechny středoškoláky se zápalem pro biologii. Během školního roku na vás čeká několik sad úloh z nejrůznějších biologických odvětví a víkendová soustředění.",224
-,Olga Rotreklová (9. 7. 2024),-,Týden vědy,"Ústav botaniky a zoologie, PřF MU: http://botzool.sci.muni.cz/",biologie,odpolední kurzy (jeden týden),listopad,studenti středních škol,http://botzool.sci.muni.cz/pro-skoly,zdarma,"Univerzitní kampus Bohunice, Brno","Olga Rotreklová, orotrekl@sci.muni.cz",,neexistuje,ano,ano,"Kurz zaměřený na praktické ukázky metod využívaných při sběru a vyhodnocení biologických dat. Studenti v rámci kurzů zjistí, kolik váži jádro buňky, jak vypadá moderní herbář a zoologické sbírky, jak využít data získaná analýzou DNA apod.",238
-,Olga Rotreklová (9. 7. 2024),-,Kurz biologie v Kaprálově mlýně,"Ústav botaniky a zoologie, PřF MU: http://botzool.sci.muni.cz/",biologie,víkendový kurz,červen,studenti středních škol,http://botzool.sci.muni.cz/pro-skoly,zdarma,Moravský kras - Kaprálův mlýn,"Olga Rotreklová, orotrekl@sci.muni.cz",,neexistuje,ano,ano,"Baví vás botanika nebo zoologie? Chcete se dozvědět něco o metodách, které používají při své práci profesionální botanici i zoologové a některé z nich si vyzkoušet? Pojeďte s námi do Kaprálova mlýna blízko Ochozu u Brna.
",221
-,nikdo - vyřazeno,-,Botanické exkurze,"Ústav botaniky a zoologie, PřF MU: http://botzool.sci.muni.cz/",biologie,jednodenní exkurze,květen/červen,studenti a učitelé středních škol,http://botzool.sci.muni.cz/pro-skoly,zdarma,Brno a okolí,"Olga Rotreklová, orotrekl@sci.muni.cz",,neexistuje,ano,ano,"Cílem exkurze je seznámit studenty s flórou, poznat atraktivní biotopy a rostlinné druhy, pochopit důvody a způsob ochrany přírody. Důležitou součástí exkurze je také praktické seznámení s vědeckými postupy a prací vědců v terénních podmínkách.",244
bio-prednasky,Marie Doležalová   (20.6. 2024,-,Přednášky z experimentální biologie,"Ústav experimentální biologie, PřF MU: http://www.sci.muni.cz/UEB/",biologie,přednášky a praktická cvičení,celoročně,studenti a učitelé středních škol,https://ueb.sci.muni.cz/pro-stredni-skoly,zdarma nebo dohodou,"Univerzitní kampus Bohunice, Brno","Vítězslav Bryja,
bryja@sci.muni.cz",,neexistuje,ano,ano,"Přednášky a krátké kurzy z experimentální biologie o různých tématech od vlivu abiotických faktorů prostředí na rostliny přes anatomii, fyziologii a cytologii rostlin až po imunologii, genetické modifikace a boj s rakovinou.",224
rasy-houby,Petr Hrouda (13. 6. 2024),-,"Kurz poznání našich hub, řas a vodních bezobratlých","Ústav botaniky a zoologie, PřF MU: http://botzool.sci.muni.cz/",biologie,kurz,září,studenti středních škol,http://botzool.sci.muni.cz/pro-skoly,zdarma,"Jižní Morava, každý rok v jiné lokalitě","Petr Hrouda, svata@sci.muni.cz",,neexistuje,ano,ano,"Terénní exkurze spojená s praktickou výukou poznávání přírodního materiálu. Odběr hub, řas a vodních bezobratlých, preparace a určování. Poznání různých společenstev organismů v různých ekosystémech (potoky a stojaté vody, lesy, travní porosty).",245
pred-genetika,Pavel Lízal (18.6.2024),-,Popularizační přednášky z genetiky,"Ústav experimentální biologie, PřF MU: http://www.sci.muni.cz/UEB/",biologie,přednáška,celoročně,studenti středních škol,https://pavel-lizal.webnode.cz/popularizacni-prednasky/,dohodou,Univerzitní kampus Bohunice nebo střední škola zájemce,lizal@sci.muni.cz,,neexistuje,ano,ne,"Popularizační přednášky pro ty, kteří se chtějí seznámit se zajímavými poznatky a aplikacemi z oblasti populační genetiky a paleogenetiky (např. identifikace člověka nebo historicky slavných osobností podle DNA, důkazy o křížení s Neandrtálci apod.).",250
protein-skola,Martina Damborská (14.6.2024),-,Letní škola proteinového inženýrství,"Loschmidtovy laboratoře, PřF MU: https://loschmidt.chemi.muni.cz/peg",biologie,letní škola,letos se Letní škola nekonná,studenti středních škol,https://loschmidt.chemi.muni.cz/school,zdarma,Univerzitní kampus Bohunice,martina@chemi.muni.cz,,neexistuje,ano,ano,"Jste-li student 3.–4. ročníku střední školy a baví Vás praktické využití biologie, biochemie, biotechnologie a bioinformatiky, tak jste na správné adrese! Provedeme Vás světem proteinů. Program je kombinací teorie, praxe a osobnostního rozvoje.",244
botanicka-zahrada,Magdaléna Chytrá 13.6.2024,-,Botanická zahrada PřF MU,Přírodovědecká fakulta MU: http://sci.muni.cz/bot_zahr,biologie,exkurze,září–červen,studenti a učitelé středních škol,http://www.sci.muni.cz/bot_zahr/index.php/cs-CZ/pro-skupiny/stredni-skoly,"60 Kč na osobu, 5 Kč pracovní list","Botanická zahrada PřF MU, Kotlářská 2, Brno","Magdaléna Chytrá, zahrada@sci.muni.cz",,neexistuje,ano,ano,"Ve sklenících se studenti seznámí s druhy vegetačních pásem, propojí si znalosti z botaniky, zeměpisu, chemie, zoologie, fyziologie rostlin a ekologie. Seznámení se sbírkami na zahradě je pod vedením učitele. K dispozici jsou pracovní listy.",241
bioskop-zoo,Petra Matulová (14.6.2024),-,Zoologické praktikum v Bioskopu,Bioskop: http://www.bioskop.cz; Přírodovědecká fakulta MU: http://www.sci.muni.cz,biologie,kroužek,celoročně,žáci 2. stupně základních škol,http://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/zoologicke-praktikum-v-bioskopu,zdarma/test,"Univerzitní kampus Bohunice, Brno",bioskop@muni.cz,,"ano, PDF",ano,?,"Jak funguje včelí úl? Kteří živočichové přežijí var? Jak vypadá křídlo motýla pod mikroskopem? Proč se klíště drží jako klíště? Pokud Vás zajímají odpovědi, rádi byste vše viděli na vlastní oči a sami si vyzkoušeli, přihlaste se na tento kroužek.",246
dna-klub,Petra Matulová (14.6.2024),-,DNA klub,Bioskop: http://www.bioskop.cz; Přírodovědecká fakulta MU: http://www.sci.muni.cz,biologie,kroužek,září–leden,studenti středních škol,http://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/kurz-molekularni-biologie-a-biochemie-pr-stredoskolske-studenty,zdarma,"Univerzitní kampus Bohunice, Brno",bioskop@muni.cz,,"ano, PDF",ano,?,"Tématem je centrální dogma molekulární biologie. V experimentální části si vyzkoušíte techniky molekulární biologie a biochemie. V teoretické budeme diskutovat o tom, co je vlastně věda, jak se stát vědcem, jak získávat a jak prezentovat informace.",248
bioskop-veda,Petra Matulová (14.6.2024),-,Vědecké projekty pro středoškoláky,Bioskop: http://www.bioskop.cz; Přírodovědecká fakulta MU: http://www.sci.muni.cz,biologie,jednodenní kurz,únor,studenti středních škol,http://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/vedecke-projekty-pro-stredoskolaky,zdarma,"Univerzitní kampus Bohunice, Brno",bioskop@muni.cz,,"ano, PDF",ano,?,"Projekt je určen pro středoškolské studenty, kteří mají zájem svou SOČ z oblasti biologie a chemie zpracovat ve vědecké laboratoři. Jde o praktický kurz v Bioskopu a setkání s vedoucími, kteří představí svá témata Středoškolské odborné činnosti.",245
bioteren,Petra Matulová (14.6.2024),-,Terénní biologové v akci,"Ústav botaniky a zoologie, PřF MU: http://botzool.sci.muni.cz/; Bioskop: http://www.bioskop.muni.cz",biologie,kroužek/exkurze,celoročně,studenti středních škol,https://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/terenni-biologove-v%C2%A0akci-novinka,zdarma,"Univerzitní kampus Bohunice (Brno), exkurze po Brně",bioskop@muni.cz,,"ano, PDF",ano,?,"Kurz pro zájemce o botaniku a zoologii. Studenti se seznámí s běžnými i vzácnějšími druhy rostlin, živočichů a hub jak na exkurzích, tak i následně při práci v laboratoři. Kurz se koná jednou za měsíc.",201
-,,,Biochemie,,,,,,,,,,,,,,,
biochem,David Novák (1.7.2024),-,Semináře z biochemie,"Ústav biochemie, PřF MU: http://www.ubch.sci.muni.cz/","biologie, chemie",jednodenní seminář ,celoročně,studenti a učitelé středních škol,https://ubch.sci.muni.cz/pro-verejnost,zdarma,"Univerzitní kampus Bohunice, Brno","David Novák
dnovak@sci.muni.cz",,neexistuje,ano,ano,Jednodenní semináře přibližují jednotlivé problematiky biochemie a umožňují vyzkoušet si některé experimenty přímo v laboratoři. Po předchozí domluvě jsme rovněž schopni zajistit školám komentované prohlídky laboratoří nebo popularizační přednášky. ,249
biochemik-junior,David Novák (1.7.2024),-,Biochemik Junior – Biochemický výzkum pro nadané studenty SŠ,"Ústav biochemie, PřF MU: http://www.ubch.sci.muni.cz/","biologie, chemie",čtyřdenní praktický kurz,září,studenti středních škol,https://ubch.sci.muni.cz/pro-verejnost/biochemik-junior,zdarma,"Univerzitní kampus Bohunice, Brno","David Novák
dnovak@sci.muni.cz",,"zatím neexistuje,
ale bude",ano,ano,"Zajímá vás biochemie a láká Vás si na pár dní vyzkoušet práci vědce? Nabízíme vám unikátní příležitost vyzkoušet si široké spektrum metod využívaných v současné biochemii, DNA diagnostice, bioanalytické chemii a strukturní biologii.",232
-,,,Chemie,,,,,,,,,,,,,,,
lchs,"Zdeňka Antonovičová, 13.6.2024",LCHS,Letní chemické soustředění,"SVČ Lužánky: https://www.luzanky.cz/; Ústav chemie, PřF MU: http://ustavchemie.sci.muni.cz/",chemie,letní tábor,červenec,studenti základních a středních škol (14–18 let),Letní chemické soustředění 2024,dle aktuálních informací na webu,"Univerzitní kampus Bohunice, Brno","Zdeňka Antonovičová, zdenka@luzanky.cz",,neexistuje,ne,ne,"Třináctidenní letní chemické soustředění probíhající formou letního tábora. Program zahrnuje laboratorní cvičení, přednášky, exkurze, ale i odpočinkový program (návštěva lanového centra, venkovní hry s chemickou tematikou a podobně).",233
vibuch,"Jaromír Literák, 13. 6. 2024",ViBuCh,Vzdělávací ikurz pro budoucí chemiky,"Ústav chemie, PřF MU: http://ustavchemie.sci.muni.cz/; RECETOX PřF MU: http://www.recetox.muni.cz/",chemie,korespondenční seminář,celoročně,studenti středních škol,https://vibuch.sci.muni.cz,"zdarma (eKurz, účast úspěšných řešitelů na soustředění) nebo symbolický
příspěvek za soustředění (200-300 Kč)","na internetu, Brno, okolí",vibuch@recetox.muni.cz,ano,"ano, SVG",ano,ano,"Baví tě chemie? Chceš se dozvědět o tématech současné vědy a dostat se do špičkových laboratoří? Chceš poznat spoustu dalších nadšených chemiků? Pokud je alespoň jedna odpověď ano, pojď řešit korespondenční seminář ViBuCh a jeď s námi na soustředka!",249
chem-klub,Petra Matulová (14.6.2024),-,Chemický klub,Bioskop: http:/www.bioskop.cz; Přírodovědecká fakulta MU: http://www.sci.muni.cz,chemie,kroužek,září–červen,studenti středních škol,https://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/chemicky-klub_1-2020-2021,zdarma,"Univerzitní kampus Bohunice, Brno",bioskop@muni.cz,,"ano, PDF",ne,ne,"Náročnější pokusy pro nadšence: příprava organické a anorganické molekuly se zajímavými vlastnostmi (př.fluorescenční barviva), izolace organické látky z přírodních zdrojů a její studium s využitím instrument. technik (př. plynová chromatografie)",246
chem-krouzek,Petra Matulová (14.6.2024),-,Chemický kroužek,Bioskop: http:/www.bioskop.cz; Přírodovědecká fakulta MU: http://www.sci.muni.cz,chemie,kroužek,září–červen,žáci 2. stupně základních škol,https://bioskop.muni.cz/cs/kalendar-kurzu/verejnost/nabidka-kurzu/chemicky-krouzek-12-2022-2023-novinka,zdarma,"Univerzitní kampus Bohunice, Brno",bioskop@muni.cz,,"ano, PDF",ne,ne,"Napadlo vás, jak se cítil středověký alchymista v laboratoři, když zkoušel přeměnit běžné kovy ve zlato či nalézt kámen mudrců? Pokud ano, neváhejte se přidat k nám! Sice nezkoušíme nalézt lektvar nesmrtelnosti, ale máme spoustu nadšení a pokusů.",246
chem-kavarna,"Pavla Foltynová
(14.5.2024)",-,Chemická kavárna,"Ústav chemie, PřF MU: http://ustavchemie.sci.muni.cz/",chemie,společenské setkání s odborným programem,celoročně,"současní a budoucí učitelé, studenti středních škol, veřejnost",https://www.ucitseucit.cz/chemie/nabidka/chemicka-kavarna,zdarma,"Univerzitní kampus Bohunice, Brno","Pavla Foltynová, foltynova@chemi.muni.cz",,"ano, PNG",ne,ne,"Neformální setkání při šálku dobré kávy nad tématy z chemie či didaktiky chemie. Je to prostor k výměně zkušeností, navázání nových kontaktů s kolegy pracujícími v témže oboru a získání nových poznatků využitelných při výuce chemie.",232
-,,,Fyzika,,,,,,,,,,,,,,,
krtek,Martina Mrkvičková 30. 6. 2024,KrTeK,Kreativně-technický kroužek,Úžasné divadlo fyziky: http://www.udif.cz/; Přírodovědecká fakulta MU: http://www.sci.muni.cz/,fyzika,kroužek,celoročně,žáci 2. stupně základních škol,http://www.physics.muni.cz/kof/,900 Kč,"Přírodovědecká fakulta MU, areál Kotlářská","Martina Mrkvičková, martinamrkvickova@gmail.com",,"ano, SVG",ano,ano,"Kroužek plný experimentů a kreativní výroby. Každý týden si žáci 6.–9. tříd vyrobí a odnesou domů svůj vlastní experiment nebo výrobek. Na kroužku učíme pájet, pracovat s pilou, kladivem, řezákem i chemoprénem. A nebude chybět ani špetka chemie.",246
ulet,Adam Weiser 13.6.2024,ÚLeT+,Úžasný letní tábor pro středoškoláky,Instruktoři Brno: https://www.instruktori.cz/; Přírodovědecká fakulta MU: https://www.sci.muni.cz/; Úžasné divadlo fyziky: https://udif.cz/;,"fyzika, technické vědy",týdenní tábor,červenec,žáci 2. stupně základních škol a středních škol,http://taborulet.cz/,3793 Kč,Svatý Jiří - Sítiny,aweiser@instruktori.cz,,neexistuje,"ano, na webu",ano,"Týdenní přírodovědně-experimentální tábor (s převahou fyziky) pro účastníky vě věku od 15 let. Cílem je přemýšlet, objevovat, poznávat a užít si prázdnin! Poznáváme zde nejen svět okolo, ale taky sami sebe!",206
praktikum-prf,Zdeněk Bochníček. 13. 6. 2024,-,Fyzikální praktikum,Ústav fyziky a technologií plazmatu PřF MU: https://www.physics.muni.cz/vyzkum/vyzkumne-skupiny/df,fyzika,práce ve studentské laboratoři,říjen–leden,studenti a učitelé středních škol,https://www.physics.muni.cz/spoluprace-a-popularizace/stredni-a-zakladni-skoly/praktikum,zdarma,"Přírodovědecká fakulta MU, areál Kotlářská","Tereza Schmidtová, tschmidtova@sci.muni.cz",,neexistuje,ano,ano,Fyzikální praktikum mohou navštěvovat studentské kolektivy pod vedením svého středoškolského učitele. Praktikum je nainstalováno v místnostech fyzikálního praktika Ústavu fyzikální elektroniky a je plně technicky vybaveno včetně návodů k měření.,245
programy-prf,Zdeněk Bochníček 13. 6. 2024,-,"Pozoruhodný křemík, Mrazivý dusík",Ústav fyziky a technologií plazmatu PřF MU: https://www.physics.muni.cz/vyzkum/vyzkumne-skupiny/df,fyzika,přednášky s experimenty,celoročně,studenti a učitelé středních škol,https://www.physics.muni.cz/spoluprace-a-popularizace/stredni-a-zakladni-skoly/fyzikalni-predstaveni,30 Kč na studenta,na školách,"Tereza Schmidtová, tschmidtova@sci.muni.cz",,neexistuje,ano,ano,"Přednášky doplněné atraktivními a neobvyklými experimenty na vyžádání uskutečníme přímo na střední škole. Jsou navrženy tak, aby co nejméně narušily běžný chod školy: nemají zvláštní nároky a jejich délka je omezena na jednu vyučovací hodinu.",243
cikhaj,Zdeněk Bochníček 13. 6. 2024,-,"Fyzikální soustředění „Cikháj""",Ústav fyziky a technologií plazmatu PřF MU: https://www.physics.muni.cz/vyzkum/vyzkumne-skupiny/df,fyzika,týdenní soustředění,září,studenti a učitelé středních škol,https://www.physics.muni.cz/spoluprace-a-popularizace/stredni-a-zakladni-skoly/cikhaj,600 Kč,Cikháj,"Tereza Schmidtová, tschmidtova@sci.muni.cz",,neexistuje,ano,ano,"Tradiční soustředění, které se koná počátkem září již od roku 1995. Přednášky, fyzikální experimenty i samostatná studentská měření vždy spojuje určité jednotící téma. Odborný program doplňují sportovní a herní aktivity.",220
fyz-kavarna,Zdeněk Bochníček 13. 6. 2024,-,Fyzikální kavárna,Ústav fyziky a technologií plazmatu PřF MU: https://www.physics.muni.cz/spoluprace-a-popularizace/stredni-a-zakladni-skoly/fyzikalni-kavarna,fyzika,společenské setkání s odborným programem,celoročně,"současní a budoucí učitelé, veřejnost",https://www.physics.muni.cz/spoluprace-a-popularizace/stredni-a-zakladni-skoly/fyzikalni-kavarna,zdarma,"Přírodovědecká fakulta MU, areál Kotlářská","Tereza Schmidtová, tschmidtova@sci.muni.cz",,neexistuje,ano,ano,"Pravidelné odborné a společenské setkání určené nejen učitelům fyziky. Kavárna slouží také jako místo pro podporu učitelů fyziky, výměnu zkušeností, posílení pocitu sounáležitosti v komunitě lidí se společným zájmem a potlačení efektu „vyhoření“.",246
astro,"Vašek Glos
13.6.2024",-,Astronomický kroužek v Brně,"Ústav teoretické fyziky a astrofyziky, PřF MU: http://www.facebook.com/UTFAMUNI/",fyzika,kroužek,celoročně,žáci základních a středních škol,https://www.hvezdarna.cz/krouzek/,zdarma,Hvězdárna a planetárium Brno a Přírodovědecká fakulta MU,"Vašek Glos,
glos@physics.muni.cz",,"ano, SVG",ano,ano,"Astronomický kroužek má za úkol rozvíjet zájem dětí o vesmír a přírodní vědy. Kroužek je rozdělen do dvou skupin podle věku a znalostí dětí, aby si na své přišli jak zvídaví začátečníci, tak středoškoláci s vážným zájmem o vědu.",228
